question_id,answer,score
HV-IC-0389,89.47,1.0
HV-IC-0390,304845395,1.0
HV-IC-0391,543387527,0.0
HV-IC-0392,307371878,1.0
HV-IC-0393,74257700,1.0
HV-IC-0394,47628436,1.0
HV-IC-0395,141252125,1.0
HV-IC-0396,258859089,1.0
HV-IC-0397,25044542,1.0
HV-IC-0398,83695139,1.0
HV-IC-0399,153615621,1.0
HV-IC-0400,5271022,1.0
HV-IC-0401,16960229,1.0
HV-IC-0402,137717817,1.0
HV-IC-0403,27766580,1.0
HV-IC-0404,7822,1.0
HV-IC-0405,122976053,1.0
HV-IC-0406,37740914,1.0
HV-IC-0407,181544012,1.0
HV-IC-0408,34124708,1.0
HV-IC-0409,61349923,1.0
HV-IC-0410,330010947,1.0
HV-IC-0411,3507654,1.0
HV-IC-0412,-13279236,1.0
HV-IC-0413,59384417,1.0
HV-IC-0414,315700000,1.0
HV-IC-0415,298900000,1.0
HV-IC-0416,129100000,1.0
HV-IC-0417,227200000,1.0
HV-IC-0418,652200000,1.0
HV-IC-0419,985600000,1.0
HV-IC-0420,893900000,1.0
HV-IC-0421,382500000,1.0
HV-IC-0422,977100000,1.0
HV-IC-0423,1201100000,1.0
HV-IC-0424,1196800000,1.0
HV-IC-0425,188500000,1.0
HV-IC-0426,77600000,1.0
HV-IC-0427,-1160000000,0.0
HV-IC-0428,8500000,1.0
HV-IC-0429,1586500000,1.0
HV-IC-0430,140500000,0.624
HV-IC-0431,590100000,0.562
HV-IC-0432,424400000,0.0
HV-IC-0434,-422500000,0.0
HV-IC-0435,514500000,1.0
HV-IC-0436,428900000,0.838
HV-IC-0437,393800000,1.0
HV-IC-0438,372700000,1.0
HV-IC-0439,160800000,1.0
HV-IC-0440,278600000,1.0
HV-IC-0441,592700000,0.931
HV-IC-0442,256500000,1.0
HV-IC-0443,472200000,1.0
HV-IC-0444,87400000,0.0
HV-IC-0445,279700000,1.0
HV-IC-0447,550900000,1.0
HV-IC-0448,390800000,0.0
HV-IC-0449,187900000,1.0
HV-IC-0450,4000000000,0.969
HV-IC-0451,0,0.0
HV-IC-0452,1116200000,1.0
HV-IC-0453,1665900000,0.128
HV-IC-0454,633500000,0.0
HV-IC-0455,1015700000,0.902
HV-IC-0456,885500000,1.0
HV-IC-0457,130200000,0.078
HV-IC-0459,0,0.0
HV-IC-0460,861400000,0.693
HV-IC-0461,1324900000,1.0
HV-IC-0462,1949500000,0.263
HV-IC-0463,440500000,1.0
HV-IC-0464,467300000,0.0
HV-IC-0465,464000000,1.0
HV-IC-0466,327700000,0.708
HV-IC-0467,410300000,1.0
HV-IC-0468,1081100000,0.963
HV-IC-0469,0,0.0
HV-IC-0470,197200000,1.0
HV-IC-0471,218500000,1.0
HV-IC-0472,153300000,1.0
HV-IC-0473,836100000,0.41
HV-IC-0474,861300000,1.0
HV-IC-0475,83700000,1.0
HV-IC-0476,193300000,0.0
HV-IC-0477,181300000,1.0
